,docket,year,issue,issue_area,case_source_circuit,case_origin_circuit,lc_direction,lc_disposition,overturn_count_predict,overturn_count_actual,overturn_predict,overturn_actual,justice_1,justice_2,justice_3,justice_4,justice_5,justice_6,justice_7,justice_8,justice_9,justice_1_dir,justice_2_dir,justice_3_dir,justice_4_dir,justice_5_dir,justice_6_dir,justice_7_dir,justice_8_dir,justice_9_dir,justice_chief,correct
12,2011-005-01,2011,90480.0,9.0,5.0,5.0,1.0,2.0,0.5555555555555556,0.1111111111111111,True,False,0,0,0,0,1,1,1,1,1,1.2931995540691192,1.318840579710145,1.3325842696629213,1.3651452282157677,1.3942093541202674,1.484375,1.5686936936936937,1.5755813953488371,1.6095661846496108,0,False
13,2011-006-01,2011,10140.0,1.0,9.0,9.0,2.0,3.0,0.8888888888888888,0.8888888888888888,True,True,1,1,1,1,1,1,1,1,0,1.2931995540691192,1.318840579710145,1.3325842696629213,1.3651452282157677,1.3942093541202674,1.484375,1.5686936936936937,1.5755813953488371,1.6095661846496108,1,True
14,2011-007-01,2011,80160.0,8.0,9.0,9.0,2.0,2.0,0.8888888888888888,0.8888888888888888,True,True,1,1,1,1,1,1,1,1,0,1.2931995540691192,1.318840579710145,1.3325842696629213,1.3651452282157677,1.3942093541202674,1.484375,1.5686936936936937,1.5755813953488371,1.6095661846496108,1,True
15,2011-008-01,2011,10160.0,1.0,0.0,0.0,1.0,9.0,0.4444444444444444,0.8888888888888888,False,True,0,0,0,0,0,1,1,1,1,1.2931995540691192,1.318840579710145,1.3325842696629213,1.3651452282157677,1.3942093541202674,1.484375,1.5686936936936937,1.5755813953488371,1.6095661846496108,0,False
16,2011-009-01,2011,10150.0,1.0,0.0,0.0,1.0,2.0,0.5555555555555556,0.8888888888888888,True,True,0,0,0,0,1,1,1,1,1,1.2955555555555556,1.3211111111111111,1.3370535714285714,1.3690721649484536,1.3962264150943395,1.507462686567164,1.5701459034792369,1.5771428571428572,1.6108647450110865,0,True
17,2011-010-01,2011,80040.0,8.0,9.0,9.0,2.0,3.0,0.6666666666666666,0.0,True,False,1,1,1,1,1,1,0,0,0,1.2955555555555556,1.3211111111111111,1.3370535714285714,1.3690721649484536,1.3962264150943395,1.507462686567164,1.5701459034792369,1.5771428571428572,1.6108647450110865,1,False
18,2011-011-01,2011,30160.0,3.0,6.0,6.0,1.0,5.0,0.6666666666666666,1.0,True,True,0,0,0,1,1,1,1,1,1,1.2955555555555556,1.3211111111111111,1.3370535714285714,1.3690721649484536,1.3962264150943395,1.507462686567164,1.5701459034792369,1.5771428571428572,1.6108647450110865,1,True
19,2011-012-01,2011,10270.0,1.0,7.0,7.0,2.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2945128779395296,1.3180291153415453,1.3333333333333333,1.3661087866108788,1.3948545861297539,1.5,1.5701357466063348,1.5833333333333333,1.6089385474860336,1,True
20,2011-013-01,2011,20110.0,2.0,9.0,9.0,1.0,2.0,0.6666666666666666,1.0,True,True,0,0,0,1,1,1,1,1,1,1.2945128779395296,1.3180291153415453,1.3333333333333333,1.3661087866108788,1.3948545861297539,1.5,1.5701357466063348,1.5833333333333333,1.6089385474860336,1,True
21,2011-014-01,2011,80170.0,8.0,11.0,11.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2967884828349945,1.3222591362126246,1.3414634146341464,1.3709016393442623,1.3971238938053097,1.5217391304347827,1.5715883668903803,1.5786516853932584,1.6110497237569061,1,True
22,2011-015-01,2011,80190.0,8.0,10.0,10.0,1.0,3.0,0.6666666666666666,0.3333333333333333,True,False,0,0,0,1,1,1,1,1,1,1.2967884828349945,1.3222591362126246,1.3414634146341464,1.3709016393442623,1.3971238938053097,1.5217391304347827,1.5715883668903803,1.5786516853932584,1.6110497237569061,1,False
23,2011-016-01,2011,20320.0,2.0,11.0,11.0,1.0,9.0,0.5555555555555556,0.7777777777777778,True,True,0,0,0,0,1,1,1,1,1,1.2967884828349945,1.3222591362126246,1.3414634146341464,1.3709016393442623,1.3971238938053097,1.5217391304347827,1.5715883668903803,1.5786516853932584,1.6110497237569061,0,True
24,2011-017-01,2011,10570.0,1.0,3.0,3.0,1.0,3.0,0.6666666666666666,0.7777777777777778,True,True,0,0,0,1,1,1,1,1,1,1.2995594713656389,1.3237885462555066,1.3486842105263157,1.3772819472616633,1.4004400440044005,1.554054054054054,1.5739710789766408,1.5901639344262295,1.6120879120879121,1,True
25,2011-018-01,2011,10050.0,1.0,9.0,9.0,1.0,6.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2995594713656389,1.3237885462555066,1.3486842105263157,1.3772819472616633,1.4004400440044005,1.554054054054054,1.5739710789766408,1.5901639344262295,1.6120879120879121,1,True
26,2011-019-01,2011,100030.0,10.0,9.0,9.0,1.0,3.0,0.5555555555555556,1.0,True,True,0,0,0,0,1,1,1,1,1,1.2995594713656389,1.3237885462555066,1.3486842105263157,1.3772819472616633,1.4004400440044005,1.554054054054054,1.5739710789766408,1.5901639344262295,1.6120879120879121,0,True
27,2011-020-01,2011,10060.0,1.0,12.0,12.0,1.0,3.0,0.7777777777777778,1.0,True,True,0,0,1,1,1,1,1,1,1,1.2995594713656389,1.3237885462555066,1.3486842105263157,1.3772819472616633,1.4004400440044005,1.554054054054054,1.5739710789766408,1.5901639344262295,1.6120879120879121,1,True
28,2011-021-01,2011,20090.0,2.0,5.0,5.0,2.0,9.0,0.5555555555555556,1.0,True,True,1,1,1,1,1,0,0,0,0,1.2964601769911503,1.3219026548672566,1.342920353982301,1.3721881390593047,1.3977900552486189,1.5285714285714285,1.5720670391061453,1.5810055865921788,1.6114790286975718,1,True
29,2011-022-01,2011,20110.0,2.0,9.0,9.0,1.0,7.0,0.6666666666666666,0.3333333333333333,True,False,0,0,0,1,1,1,1,1,1,1.2982456140350878,1.3223684210526316,1.3456521739130434,1.3742454728370221,1.3986856516977,1.5512820512820513,1.5747508305647842,1.5828877005347595,1.612691466083151,1,False
30,2011-023-01,2011,10100.0,1.0,6.0,6.0,2.0,2.0,0.7777777777777778,0.6666666666666666,True,True,1,1,1,1,1,1,0,1,0,1.2982456140350878,1.3223684210526316,1.3456521739130434,1.3742454728370221,1.3986856516977,1.5512820512820513,1.5747508305647842,1.5828877005347595,1.612691466083151,1,True
31,2011-024-01,2011,10160.0,1.0,3.0,3.0,2.0,5.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1,1,1.2982456140350878,1.3223684210526316,1.3456521739130434,1.3742454728370221,1.3986856516977,1.5512820512820513,1.5747508305647842,1.5828877005347595,1.612691466083151,1,True
32,2011-025-01,2011,80160.0,8.0,0.0,0.0,2.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2982456140350878,1.3223684210526316,1.3456521739130434,1.3742454728370221,1.3986856516977,1.5512820512820513,1.5747508305647842,1.5828877005347595,1.612691466083151,1,True
33,2011-026-01,2011,20400.0,2.0,9.0,9.0,2.0,2.0,0.8888888888888888,0.6666666666666666,True,True,1,1,1,1,1,1,1,1,0,1.2972677595628415,1.321311475409836,1.34341252699784,1.372,1.3973799126637554,1.5432098765432098,1.5728476821192052,1.5789473684210527,1.6117775354416575,1,True
34,2011-027-01,2011,80130.0,8.0,0.0,0.0,2.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2972677595628415,1.321311475409836,1.34341252699784,1.372,1.3973799126637554,1.5432098765432098,1.5728476821192052,1.5789473684210527,1.6117775354416575,1,True
35,2011-028-01,2011,20180.0,2.0,9.0,9.0,1.0,2.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.2972677595628415,1.321311475409836,1.34341252699784,1.372,1.3973799126637554,1.5432098765432098,1.5728476821192052,1.5789473684210527,1.6117775354416575,1,True
36,2011-029-01,2011,100020.0,10.0,3.0,3.0,2.0,2.0,0.7777777777777778,0.3333333333333333,True,False,1,1,1,1,1,0,1,1,0,1.296943231441048,1.3209606986899562,1.3426724137931034,1.3712574850299402,1.3980370774263904,1.548780487804878,1.5733186328555677,1.581151832460733,1.6122004357298474,1,False
37,2011-030-01,2011,20320.0,2.0,9.0,9.0,2.0,5.0,0.6666666666666666,1.0,True,True,1,1,1,1,1,1,0,0,0,1.297709923664122,1.321701199563795,1.3440860215053763,1.3725099601593624,1.3986928104575163,1.5542168674698795,1.5726872246696035,1.578125,1.6115342763873777,1,True
38,2011-031-01,2011,20330.0,2.0,9.0,9.0,1.0,2.0,0.5555555555555556,0.7777777777777778,True,True,0,0,0,0,1,1,1,1,1,1.296416938110749,1.3203040173724212,1.3432835820895523,1.3715415019762847,1.3980477223427332,1.5517241379310345,1.5723684210526316,1.5765306122448979,1.6121343445287106,0,True
39,2011-032-01,2011,100070.0,10.0,4.0,4.0,1.0,2.0,0.5555555555555556,0.4444444444444444,True,False,0,0,0,0,1,1,1,1,1,1.296416938110749,1.3203040173724212,1.3432835820895523,1.3715415019762847,1.3980477223427332,1.5517241379310345,1.5723684210526316,1.5765306122448979,1.6121343445287106,0,False
40,2011-033-01,2011,80040.0,8.0,9.0,9.0,1.0,2.0,0.7777777777777778,0.1111111111111111,True,False,0,0,1,1,1,1,1,1,1,1.296416938110749,1.3203040173724212,1.3432835820895523,1.3715415019762847,1.3980477223427332,1.5517241379310345,1.5723684210526316,1.5765306122448979,1.6121343445287106,1,False
41,2011-034-01,2011,80180.0,8.0,13.0,9.0,2.0,3.0,0.8888888888888888,0.0,True,False,1,1,1,1,1,1,1,1,0,1.296416938110749,1.3203040173724212,1.3432835820895523,1.3715415019762847,1.3980477223427332,1.5517241379310345,1.5723684210526316,1.5765306122448979,1.6121343445287106,1,False
42,2011-036-01,2011,80120.0,8.0,9.0,9.0,1.0,9.0,1.0,0.1111111111111111,True,False,1,1,1,1,1,1,1,1,1,1.2969762419006479,1.3207343412526997,1.3438818565400843,1.3725490196078431,1.400215749730313,1.565217391304348,1.5725190839694656,1.5820895522388059,1.613146551724138,1,False
43,2011-037-01,2011,100035.0,10.0,12.0,12.0,2.0,2.0,0.6666666666666666,0.1111111111111111,True,False,1,1,1,1,1,0,1,0,0,1.2969762419006479,1.3207343412526997,1.3438818565400843,1.3725490196078431,1.400215749730313,1.565217391304348,1.5725190839694656,1.5820895522388059,1.613146551724138,1,False
44,2011-038-01,2011,20330.0,2.0,6.0,6.0,1.0,2.0,0.6666666666666666,0.5555555555555556,True,True,0,0,0,1,1,1,1,1,1,1.2965367965367964,1.3203463203463204,1.3432203389830508,1.3713163064833005,1.4,1.5666666666666667,1.5737704918032787,1.5829145728643217,1.613390928725702,1,True
45,2011-039-01,2011,20330.0,2.0,0.0,0.0,2.0,3.0,0.8888888888888888,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,0,1.2965367965367964,1.3203463203463204,1.3432203389830508,1.3713163064833005,1.4,1.5666666666666667,1.5737704918032787,1.5829145728643217,1.613390928725702,1,False
46,2011-040-01,2011,80130.0,8.0,9.0,9.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2965367965367964,1.3203463203463204,1.3432203389830508,1.3713163064833005,1.4,1.5666666666666667,1.5737704918032787,1.5829145728643217,1.613390928725702,1,True
47,2011-041-01,2011,90320.0,9.0,5.0,5.0,2.0,2.0,0.5555555555555556,0.3333333333333333,True,False,1,1,1,1,1,0,0,0,0,1.2981700753498386,1.3218514531754575,1.3459119496855345,1.3762183235867447,1.4010752688172043,1.5728260869565218,1.5789473684210527,1.588235294117647,1.6133190118152525,1,False
48,2011-042-01,2011,20260.0,2.0,2.0,2.0,1.0,2.0,0.6666666666666666,0.6666666666666666,True,True,0,0,0,1,1,1,1,1,1,1.2981700753498386,1.3218514531754575,1.3459119496855345,1.3762183235867447,1.4010752688172043,1.5728260869565218,1.5789473684210527,1.588235294117647,1.6133190118152525,1,True
49,2011-043-01,2011,50010.0,5.0,9.0,9.0,2.0,4.0,0.5555555555555556,0.6666666666666666,True,True,1,1,1,1,1,0,0,0,0,1.2981700753498386,1.3218514531754575,1.3459119496855345,1.3762183235867447,1.4010752688172043,1.5728260869565218,1.5789473684210527,1.588235294117647,1.6133190118152525,1,True
50,2011-044-01,2011,90150.0,9.0,7.0,7.0,1.0,2.0,0.5555555555555556,0.0,True,False,0,0,0,0,1,1,1,1,1,1.2972103004291846,1.3208154506437768,1.34375,1.374031007751938,1.39978563772776,1.5670103092783505,1.57204767063922,1.5845410628019323,1.6124197002141327,0,False
51,2011-045-01,2011,20400.0,2.0,11.0,11.0,1.0,2.0,0.5555555555555556,0.0,True,False,0,0,0,0,1,1,1,1,1,1.2972103004291846,1.3208154506437768,1.34375,1.374031007751938,1.39978563772776,1.5670103092783505,1.57204767063922,1.5845410628019323,1.6124197002141327,0,False
52,2011-046-01,2011,10050.0,1.0,3.0,3.0,1.0,3.0,0.5555555555555556,0.4444444444444444,True,False,0,0,0,0,1,1,1,1,1,1.2972103004291846,1.3208154506437768,1.34375,1.374031007751938,1.39978563772776,1.5670103092783505,1.57204767063922,1.5845410628019323,1.6124197002141327,0,False
53,2011-047-01,2011,80170.0,8.0,13.0,6.0,1.0,3.0,0.6666666666666666,1.0,True,True,0,0,0,1,1,1,1,1,1,1.297644539614561,1.3211991434689507,1.3443983402489628,1.3745173745173744,1.4,1.572972972972973,1.5757575757575757,1.5885167464114833,1.6132478632478633,1,True
54,2011-048-01,2011,20400.0,2.0,9.0,9.0,2.0,6.0,0.5555555555555556,1.0,True,True,1,1,1,1,1,0,0,0,0,1.297644539614561,1.3211991434689507,1.3443983402489628,1.3745173745173744,1.4,1.572972972972973,1.5757575757575757,1.5885167464114833,1.6132478632478633,1,True
55,2011-049-01,2011,80070.0,8.0,12.0,12.0,1.0,2.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.297008547008547,1.3205128205128205,1.3429752066115703,1.373076923076923,1.3991462113127,1.5643564356435644,1.5717367853290183,1.5829383886255923,1.6119402985074627,1,False
56,2011-050-01,2011,80180.0,8.0,13.0,12.0,2.0,2.0,0.5555555555555556,0.0,True,False,1,1,1,1,1,0,0,0,0,1.297008547008547,1.3205128205128205,1.3429752066115703,1.373076923076923,1.3991462113127,1.5643564356435644,1.5717367853290183,1.5829383886255923,1.6119402985074627,1,False
57,2011-051-01,2011,10020.0,1.0,10.0,10.0,1.0,2.0,0.4444444444444444,1.0,False,True,0,0,0,0,0,1,1,1,1,1.2977588046958377,1.3212379935965848,1.3443298969072166,1.3742802303262955,1.3997867803837953,1.5686274509803921,1.572198275862069,1.5849056603773586,1.612353567625133,0,False
58,2011-052-01,2011,120010.0,12.0,4.0,4.0,1.0,3.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.2985074626865671,1.3219616204690832,1.345679012345679,1.3754789272030652,1.4004259850905219,1.5726587728740582,1.5728155339805825,1.5868544600938967,1.6127659574468085,1,False
59,2011-053-01,2011,120030.0,12.0,9.0,9.0,1.0,3.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.2981895633652822,1.321618743343983,1.3449691991786448,1.3747609942638623,1.401063829787234,1.5720430107526882,1.5769230769230769,1.588785046728972,1.6131774707757705,1,True
60,2011-054-01,2011,20170.0,2.0,3.0,3.0,2.0,7.0,0.7777777777777778,1.0,True,True,1,1,1,1,1,1,1,0,0,1.2983014861995754,1.321656050955414,1.3448979591836734,1.3745247148288973,1.3997879109225875,1.560747663551402,1.5712754555198285,1.5898617511520738,1.6122881355932204,1,True
61,2011-055-01,2011,90110.0,9.0,9.0,9.0,1.0,2.0,1.0,0.3333333333333333,True,False,1,1,1,1,1,1,1,1,1,1.2983014861995754,1.321656050955414,1.3448979591836734,1.3745247148288973,1.3997879109225875,1.560747663551402,1.5712754555198285,1.5898617511520738,1.6122881355932204,1,False
62,2011-056-01,2011,20110.0,2.0,9.0,9.0,2.0,2.0,0.5555555555555556,1.0,True,True,1,1,1,1,1,0,0,0,0,1.2983014861995754,1.321656050955414,1.3448979591836734,1.3745247148288973,1.3997879109225875,1.560747663551402,1.5712754555198285,1.5898617511520738,1.6122881355932204,1,True
63,2011-057-01,2011,10170.0,1.0,0.0,0.0,1.0,2.0,0.4444444444444444,0.3333333333333333,False,False,0,0,0,0,0,1,1,1,1,1.2976694915254237,1.3209745762711864,1.3434959349593496,1.3731060606060606,1.398941798941799,1.5596330275229358,1.570053475935829,1.5890410958904109,1.6120507399577166,0,True
64,2011-058-01,2011,80170.0,8.0,5.0,5.0,1.0,2.0,0.7777777777777778,0.0,True,False,0,0,1,1,1,1,1,1,1,1.2976694915254237,1.3209745762711864,1.3434959349593496,1.3731060606060606,1.398941798941799,1.5596330275229358,1.570053475935829,1.5890410958904109,1.6120507399577166,1,False
65,2011-059-01,2011,20100.0,2.0,7.0,7.0,1.0,2.0,0.6666666666666666,0.1111111111111111,True,False,0,0,0,1,1,1,1,1,1,1.2970401691331923,1.3202959830866807,1.3421052631578947,1.3716981132075472,1.3985200845665962,1.5495495495495495,1.5688367129135539,1.583710407239819,1.610759493670886,1,False
66,2011-060-01,2011,10020.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2970401691331923,1.3202959830866807,1.3421052631578947,1.3716981132075472,1.3985200845665962,1.5495495495495495,1.5688367129135539,1.583710407239819,1.610759493670886,1,True
67,2011-061-01,2011,20400.0,2.0,10.0,10.0,2.0,7.0,0.8888888888888888,1.0,True,True,1,1,1,1,1,1,1,1,0,1.2964135021097047,1.3196202531645569,1.340725806451613,1.3703007518796992,1.3976793248945147,1.5446428571428572,1.5676251331203408,1.5784753363228698,1.6094736842105264,1,True
68,2011-062-01,2011,80100.0,8.0,0.0,0.0,1.0,3.0,0.4444444444444444,0.3333333333333333,False,False,0,0,0,0,0,1,1,1,1,1.2964135021097047,1.3196202531645569,1.340725806451613,1.3703007518796992,1.3976793248945147,1.5446428571428572,1.5676251331203408,1.5784753363228698,1.6094736842105264,0,True
69,2011-063-01,2011,10020.0,1.0,6.0,6.0,2.0,7.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2957894736842106,1.32,1.3413654618473896,1.3707865168539326,1.3968421052631579,1.5350877192982457,1.5664187035069075,1.5733333333333333,1.6081932773109244,1,True
70,2011-064-01,2011,90120.0,9.0,1.0,1.0,1.0,5.0,0.4444444444444444,0.3333333333333333,False,False,0,0,0,0,1,1,1,0,1,1.2957894736842106,1.32,1.3413654618473896,1.3707865168539326,1.3968421052631579,1.5350877192982457,1.5664187035069075,1.5733333333333333,1.6081932773109244,0,True
71,2011-065-01,2011,90280.0,9.0,12.0,12.0,1.0,3.0,0.6666666666666666,0.1111111111111111,True,False,0,0,0,1,1,1,1,1,1,1.2955974842767295,1.319706498951782,1.340637450199203,1.3680297397769516,1.3962264150943395,1.5423728813559323,1.565079365079365,1.5764192139737991,1.6077405857740585,1,False
72,2011-066-01,2011,20150.0,2.0,10.0,10.0,2.0,3.0,0.7777777777777778,0.4444444444444444,True,False,1,1,1,1,1,1,1,0,0,1.2955974842767295,1.319706498951782,1.340637450199203,1.3680297397769516,1.3962264150943395,1.5423728813559323,1.565079365079365,1.5764192139737991,1.6077405857740585,1,False
73,2011-067-01,2011,70040.0,7.0,9.0,9.0,1.0,2.0,0.5555555555555556,0.4444444444444444,True,False,0,0,0,0,1,1,1,1,1,1.2955974842767295,1.319706498951782,1.340637450199203,1.3680297397769516,1.3962264150943395,1.5423728813559323,1.565079365079365,1.5764192139737991,1.6077405857740585,0,False
74,2011-068-01,2011,10270.0,1.0,0.0,0.0,1.0,2.0,0.4444444444444444,0.4444444444444444,False,False,0,0,0,0,0,1,1,1,1,1.2955974842767295,1.319706498951782,1.340637450199203,1.3680297397769516,1.3962264150943395,1.5423728813559323,1.565079365079365,1.5764192139737991,1.6077405857740585,0,True
75,2011-069-01,2011,10560.0,1.0,1.0,1.0,2.0,2.0,0.5555555555555556,0.6666666666666666,True,True,1,1,1,1,1,0,0,0,0,1.2943632567849688,1.3194154488517744,1.3399209486166008,1.3653136531365313,1.3966597077244258,1.5491803278688525,1.565858798735511,1.5751072961373391,1.6072916666666666,1,True
76,2011-070-01,2011,70060.0,7.0,9.0,9.0,2.0,4.0,0.7777777777777778,0.7777777777777778,True,True,1,1,1,1,1,0,1,1,0,1.2943632567849688,1.3194154488517744,1.3399209486166008,1.3653136531365313,1.3966597077244258,1.5491803278688525,1.565858798735511,1.5751072961373391,1.6072916666666666,1,True
77,2011-071-01,2011,10040.0,1.0,7.0,7.0,1.0,2.0,0.5555555555555556,0.5555555555555556,True,True,0,0,0,0,1,1,1,1,1,1.2943632567849688,1.3194154488517744,1.3399209486166008,1.3653136531365313,1.3966597077244258,1.5491803278688525,1.565858798735511,1.5751072961373391,1.6072916666666666,0,True
78,2011-072-01,2011,40010.0,4.0,2.0,2.0,1.0,-99.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2943632567849688,1.3194154488517744,1.3399209486166008,1.3653136531365313,1.3966597077244258,1.5491803278688525,1.565858798735511,1.5751072961373391,1.6072916666666666,1,True
79,2011-073-01,2011,30020.0,3.0,0.0,0.0,2.0,9.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.295525494276795,1.320499479708637,1.3418467583497053,1.3669724770642202,1.3985431841831426,1.552,1.5661764705882353,1.574468085106383,1.6074766355140186,1,False
80,2011-074-01,2011,10130.0,1.0,0.0,0.0,1.0,2.0,0.5555555555555556,0.5555555555555556,True,True,0,0,0,0,1,1,1,1,1,1.295525494276795,1.320499479708637,1.3418467583497053,1.3669724770642202,1.3985431841831426,1.552,1.5661764705882353,1.574468085106383,1.6074766355140186,0,True
81,2011-075-01,2011,100030.0,10.0,9.0,9.0,2.0,2.0,0.8888888888888888,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,0,1.295525494276795,1.320499479708637,1.3418467583497053,1.3669724770642202,1.3985431841831426,1.552,1.5661764705882353,1.574468085106383,1.6074766355140186,1,False
82,2011-076-01,2011,30010.0,3.0,9.0,9.0,2.0,3.0,0.7777777777777778,0.3333333333333333,True,False,1,1,1,1,1,1,0,1,0,1.2946058091286308,1.3195020746887967,1.33984375,1.3704379562043796,1.3993775933609958,1.5590551181102361,1.567539267015707,1.5798319327731092,1.608695652173913,1,False
83,2011-077-01,2011,100120.0,10.0,11.0,11.0,1.0,2.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.2946058091286308,1.3195020746887967,1.33984375,1.3704379562043796,1.3993775933609958,1.5590551181102361,1.567539267015707,1.5798319327731092,1.608695652173913,1,True
84,2011-080-01,2011,90150.0,9.0,9.0,9.0,1.5,7.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2946058091286308,1.3195020746887967,1.33984375,1.3704379562043796,1.3993775933609958,1.5590551181102361,1.567539267015707,1.5798319327731092,1.608695652173913,1,True
85,2012-001-01,2012,40070.0,4.0,13.0,13.0,2.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.294725956566701,1.3195449844881075,1.3398058252427185,1.3702359346642468,1.3991726990692865,1.558139534883721,1.5668058455114822,1.5767634854771784,1.607843137254902,1,True
86,2012-002-01,2012,60010.0,6.0,4.0,4.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.2946058091286308,1.3195020746887967,1.33984375,1.3704379562043796,1.3993775933609958,1.5590551181102361,1.567539267015707,1.5798319327731092,1.608695652173913,1,True
