,docket,year,issue,issue_area,case_source_circuit,case_origin_circuit,lc_direction,lc_disposition,overturn_count_predict,overturn_count_actual,overturn_predict,overturn_actual,justice_1,justice_2,justice_3,justice_4,justice_5,justice_6,justice_7,justice_8,justice_9,justice_1_dir,justice_2_dir,justice_3_dir,justice_4_dir,justice_5_dir,justice_6_dir,justice_7_dir,justice_8_dir,justice_9_dir,justice_chief,correct
10,2012-013-01,2012,10050.0,1.0,2,2.0,1.0,2.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1,1,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.5,1.5,1.5,1.5384615384615385,1,True
11,2012-014-01,2012,80010.0,8.0,11,11.0,1.0,-99.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.5,1.5,1.5,1.5384615384615385,1,True
12,2012-015-01,2012,10050.0,1.0,0,0.0,1.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.5,1.5,1.5,1.5384615384615385,1,True
13,2012-016-01,2012,10370.0,1.0,5,-99.0,1.0,-99.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1,1,1.368421052631579,1.4210526315789473,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.5263157894736843,1.5263157894736843,1.5555555555555556,1.5789473684210527,1,True
14,2012-017-01,2012,10580.0,1.0,9,4.0,1.0,5.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.368421052631579,1.4210526315789473,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.5263157894736843,1.5263157894736843,1.5555555555555556,1.5789473684210527,1,False
15,2012-018-01,2012,10170.0,1.0,0,0.0,1.0,2.0,1.0,0.8888888888888888,True,True,1,1,1,1,1,1,1,1,1,1.368421052631579,1.4210526315789473,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.5263157894736843,1.5263157894736843,1.5555555555555556,1.5789473684210527,1,True
16,2012-019-01,2012,10040.0,1.0,7,7.0,1.0,2.0,1.0,0.2222222222222222,True,False,1,1,1,1,1,1,1,1,1,1.368421052631579,1.4210526315789473,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.5263157894736843,1.5263157894736843,1.5555555555555556,1.5789473684210527,1,False
17,2012-020-01,2012,80170.0,8.0,10,10.0,1.0,2.0,1.0,0.2222222222222222,True,False,1,1,1,1,1,1,1,1,1,1.3333333333333333,1.380952380952381,1.4285714285714286,1.4285714285714286,1.4761904761904763,1.4761904761904763,1.5714285714285714,1.5714285714285714,1.6,1,False
18,2012-021-01,2012,90220.0,9.0,2,2.0,2.0,3.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.3333333333333333,1.380952380952381,1.4285714285714286,1.4285714285714286,1.4761904761904763,1.4761904761904763,1.5714285714285714,1.5714285714285714,1.6,1,True
19,2012-022-01,2012,80120.0,8.0,2,2.0,1.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.391304347826087,1.391304347826087,1.434782608695652,1.434782608695652,1.5217391304347827,1.5217391304347827,1.608695652173913,1.608695652173913,1.6363636363636365,1,True
20,2012-023-01,2012,80120.0,8.0,9,9.0,2.0,-99.0,1.0,0.3333333333333333,True,False,1,1,1,1,1,1,1,1,1,1.391304347826087,1.391304347826087,1.434782608695652,1.434782608695652,1.5217391304347827,1.5217391304347827,1.608695652173913,1.608695652173913,1.6363636363636365,1,False
21,2012-024-01,2012,80060.0,8.0,9,9.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.4166666666666667,1.4166666666666667,1.4583333333333333,1.4583333333333333,1.5416666666666667,1.5416666666666667,1.625,1.625,1.6521739130434783,1,True
22,2012-025-01,2012,80190.0,8.0,2,2.0,1.0,2.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1,1,1.4615384615384615,1.4615384615384615,1.4615384615384615,1.4615384615384615,1.5769230769230769,1.5769230769230769,1.6153846153846154,1.6538461538461537,1.68,1,True
23,2012-026-01,2012,90320.0,9.0,8,8.0,1.0,9.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.4615384615384615,1.4615384615384615,1.4615384615384615,1.4615384615384615,1.5769230769230769,1.5769230769230769,1.6153846153846154,1.6538461538461537,1.68,1,True
24,2012-027-01,2012,80130.0,8.0,9,9.0,1.0,3.0,1.0,0.8888888888888888,True,True,1,1,1,1,1,1,1,1,1,1.4285714285714286,1.4642857142857142,1.5,1.5,1.5714285714285714,1.5925925925925926,1.6428571428571428,1.6785714285714286,1.7037037037037037,1,True
25,2012-028-01,2012,100030.0,10.0,4,4.0,1.0,5.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1,1,1.4285714285714286,1.4642857142857142,1.5,1.5,1.5714285714285714,1.5925925925925926,1.6428571428571428,1.6785714285714286,1.7037037037037037,1,True
26,2012-029-01,2012,100030.0,10.0,0,0.0,2.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.368421052631579,1.4210526315789473,1.4736842105263157,1.4736842105263157,1.4736842105263157,1.5263157894736843,1.5263157894736843,1.5555555555555556,1.5789473684210527,1,True
27,2012-030-01,2012,10050.0,1.0,0,0.0,2.0,2.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.4137931034482758,1.4482758620689655,1.4827586206896552,1.4827586206896552,1.5517241379310345,1.5714285714285714,1.6206896551724137,1.6551724137931034,1.6785714285714286,1,False
28,2012-031-01,2012,90240.0,9.0,3,3.0,2.0,2.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.4193548387096775,1.4516129032258065,1.4516129032258065,1.4516129032258065,1.5161290322580645,1.5666666666666667,1.6451612903225807,1.6774193548387097,1.7,1,True
29,2012-032-01,2012,80060.0,8.0,3,3.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.4193548387096775,1.4516129032258065,1.4516129032258065,1.4516129032258065,1.5161290322580645,1.5666666666666667,1.6451612903225807,1.6774193548387097,1.7,1,True
30,2012-033-01,2012,20320.0,2.0,9,9.0,2.0,4.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.4375,1.46875,1.46875,1.46875,1.53125,1.5806451612903225,1.65625,1.6875,1.7096774193548387,1,True
31,2012-034-01,2012,70040.0,7.0,3,3.0,2.0,4.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.411764705882353,1.4411764705882353,1.4411764705882353,1.4411764705882353,1.5,1.5757575757575757,1.6470588235294117,1.6764705882352942,1.696969696969697,1,True
32,2012-035-01,2012,80090.0,8.0,3,3.0,2.0,5.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.411764705882353,1.4411764705882353,1.4411764705882353,1.4411764705882353,1.5,1.5757575757575757,1.6470588235294117,1.6764705882352942,1.696969696969697,1,True
33,2012-036-01,2012,90230.0,9.0,2,2.0,1.0,9.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.4166666666666667,1.4166666666666667,1.4444444444444444,1.4444444444444444,1.5,1.542857142857143,1.6111111111111112,1.6388888888888888,1.6571428571428573,1,False
34,2012-037-01,2012,10050.0,1.0,0,0.0,2.0,2.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.4166666666666667,1.4166666666666667,1.4444444444444444,1.4444444444444444,1.5,1.542857142857143,1.6111111111111112,1.6388888888888888,1.6571428571428573,1,False
35,2012-038-01,2012,20110.0,2.0,5,0.0,1.0,9.0,1.0,0.7777777777777778,True,True,1,1,1,1,1,1,1,1,1,1.4324324324324325,1.4324324324324325,1.4324324324324325,1.4324324324324325,1.4864864864864864,1.5277777777777777,1.6216216216216217,1.6486486486486487,1.6666666666666667,1,True
36,2012-039-01,2012,50040.0,5.0,4,4.0,1.0,2.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.4102564102564104,1.4102564102564104,1.435897435897436,1.435897435897436,1.4871794871794872,1.5263157894736843,1.6153846153846154,1.641025641025641,1.6578947368421053,1,False
37,2012-040-01,2012,90150.0,9.0,0,0.0,1.0,9.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.4102564102564104,1.4102564102564104,1.435897435897436,1.435897435897436,1.4871794871794872,1.5263157894736843,1.6153846153846154,1.641025641025641,1.6578947368421053,1,False
38,2012-041-01,2012,100020.0,10.0,0,0.0,2.0,3.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.4285714285714286,1.4285714285714286,1.4523809523809523,1.4523809523809523,1.5,1.5609756097560976,1.6428571428571428,1.6666666666666667,1.6829268292682926,1,False
39,2012-042-01,2012,80030.0,8.0,11,11.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.4285714285714286,1.4285714285714286,1.4523809523809523,1.4523809523809523,1.5,1.5609756097560976,1.6428571428571428,1.6666666666666667,1.6829268292682926,1,True
40,2012-043-01,2012,80180.0,8.0,13,7.0,2.0,1.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.4285714285714286,1.4285714285714286,1.4523809523809523,1.4523809523809523,1.5,1.5609756097560976,1.6428571428571428,1.6666666666666667,1.6829268292682926,1,True
41,2012-044-01,2012,90120.0,9.0,5,5.0,1.0,2.0,1.0,0.3333333333333333,True,False,1,1,1,1,1,1,1,1,1,1.4130434782608696,1.434782608695652,1.434782608695652,1.4565217391304348,1.5,1.5333333333333334,1.608695652173913,1.6304347826086956,1.6444444444444444,1,False
42,2012-045-01,2012,120010.0,12.0,3,3.0,2.0,3.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.4130434782608696,1.434782608695652,1.434782608695652,1.4565217391304348,1.5,1.5333333333333334,1.608695652173913,1.6304347826086956,1.6444444444444444,1,False
43,2012-046-01,2012,10020.0,1.0,6,6.0,2.0,5.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.4130434782608696,1.434782608695652,1.434782608695652,1.4565217391304348,1.5,1.5333333333333334,1.608695652173913,1.6304347826086956,1.6444444444444444,1,True
44,2012-047-01,2012,60010.0,6.0,13,13.0,2.0,11.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.4130434782608696,1.434782608695652,1.434782608695652,1.4565217391304348,1.5,1.5333333333333334,1.608695652173913,1.6304347826086956,1.6444444444444444,1,False
45,2012-048-01,2012,10020.0,1.0,6,6.0,2.0,3.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.4166666666666667,1.4375,1.4375,1.4791666666666667,1.5,1.553191489361702,1.625,1.6458333333333333,1.6595744680851063,1,False
46,2012-049-01,2012,20330.0,2.0,5,5.0,2.0,12.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.4166666666666667,1.4375,1.4375,1.4791666666666667,1.5,1.553191489361702,1.625,1.6458333333333333,1.6595744680851063,1,False
47,2012-050-01,2012,10050.0,1.0,0,0.0,2.0,1.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.411764705882353,1.4313725490196079,1.4509803921568627,1.4901960784313726,1.4901960784313726,1.56,1.6470588235294117,1.6666666666666667,1.68,1,True
48,2012-051-01,2012,100030.0,10.0,0,0.0,2.0,2.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.411764705882353,1.4313725490196079,1.4509803921568627,1.4901960784313726,1.4901960784313726,1.56,1.6470588235294117,1.6666666666666667,1.68,1,False
49,2012-052-01,2012,90110.0,9.0,9,10.0,1.0,-99.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.411764705882353,1.4313725490196079,1.4509803921568627,1.4901960784313726,1.4901960784313726,1.56,1.6470588235294117,1.6666666666666667,1.68,1,False
50,2012-053-01,2012,40070.0,4.0,9,9.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.4074074074074074,1.4259259259259258,1.4444444444444444,1.4814814814814814,1.5,1.5660377358490567,1.6481481481481481,1.6666666666666667,1.679245283018868,1,True
51,2012-054-01,2012,10390.0,1.0,7,7.0,1.0,2.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.4074074074074074,1.4259259259259258,1.4444444444444444,1.4814814814814814,1.5,1.5660377358490567,1.6481481481481481,1.6666666666666667,1.679245283018868,1,True
52,2012-055-01,2012,80160.0,8.0,3,3.0,1.0,2.0,1.0,0.0,True,False,1,1,1,1,1,1,1,1,1,1.4074074074074074,1.4259259259259258,1.4444444444444444,1.4814814814814814,1.5,1.5660377358490567,1.6481481481481481,1.6666666666666667,1.679245283018868,1,False
53,2012-056-01,2012,100030.0,10.0,9,-99.0,1.5,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.4137931034482758,1.4310344827586208,1.4482758620689655,1.4827586206896552,1.5,1.5614035087719298,1.6379310344827587,1.6551724137931034,1.6666666666666667,1,True
54,2012-057-01,2012,100030.0,10.0,10,0.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.4137931034482758,1.4310344827586208,1.4482758620689655,1.4827586206896552,1.5,1.5614035087719298,1.6379310344827587,1.6551724137931034,1.6666666666666667,1,True
55,2012-058-01,2012,10370.0,1.0,11,11.0,2.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.4137931034482758,1.4310344827586208,1.4482758620689655,1.4827586206896552,1.5,1.5614035087719298,1.6379310344827587,1.6551724137931034,1.6666666666666667,1,True
56,2012-059-01,2012,10430.0,1.0,13,-99.0,2.0,7.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.4137931034482758,1.4310344827586208,1.4482758620689655,1.4827586206896552,1.5,1.5614035087719298,1.6379310344827587,1.6551724137931034,1.6666666666666667,1,True
57,2012-060-01,2012,10090.0,1.0,0,0.0,1.0,2.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.3968253968253967,1.403225806451613,1.4285714285714286,1.4444444444444444,1.4761904761904763,1.564516129032258,1.6507936507936507,1.6666666666666667,1.6774193548387097,1,False
58,2012-061-01,2012,10430.0,1.0,11,-99.0,1.0,2.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1,1,1.3968253968253967,1.403225806451613,1.4285714285714286,1.4444444444444444,1.4761904761904763,1.564516129032258,1.6507936507936507,1.6666666666666667,1.6774193548387097,1,True
59,2012-062-01,2012,10560.0,1.0,4,4.0,1.0,2.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.3968253968253967,1.403225806451613,1.4285714285714286,1.4444444444444444,1.4761904761904763,1.564516129032258,1.6507936507936507,1.6666666666666667,1.6774193548387097,1,True
60,2012-063-01,2012,60020.0,6.0,4,4.0,1.0,2.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.3968253968253967,1.403225806451613,1.4285714285714286,1.4444444444444444,1.4761904761904763,1.564516129032258,1.6507936507936507,1.6666666666666667,1.6774193548387097,1,False
61,2012-064-01,2012,20010.0,2.0,9,9.0,2.0,1.0,1.0,0.2222222222222222,True,False,1,1,1,1,1,1,1,1,1,1.3968253968253967,1.403225806451613,1.4285714285714286,1.4444444444444444,1.4761904761904763,1.564516129032258,1.6507936507936507,1.6666666666666667,1.6774193548387097,1,False
62,2012-065-01,2012,30010.0,3.0,2,-99.0,2.0,2.0,1.0,0.3333333333333333,True,False,1,1,1,1,1,1,1,1,1,1.378787878787879,1.4,1.4242424242424243,1.4545454545454546,1.4848484848484849,1.5846153846153845,1.6666666666666667,1.676923076923077,1.6875,1,False
63,2012-066-01,2012,80160.0,8.0,2,-99.0,2.0,4.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1,1,1.378787878787879,1.4,1.4242424242424243,1.4545454545454546,1.4848484848484849,1.5846153846153845,1.6666666666666667,1.676923076923077,1.6875,1,True
64,2012-067-01,2012,10560.0,1.0,9,9.0,1.0,2.0,1.0,0.8888888888888888,True,True,1,1,1,1,1,1,1,1,1,1.378787878787879,1.4,1.4242424242424243,1.4545454545454546,1.4848484848484849,1.5846153846153845,1.6666666666666667,1.676923076923077,1.6875,1,True
65,2012-068-01,2012,20070.0,2.0,5,5.0,2.0,2.0,1.0,0.8888888888888888,True,True,1,1,1,1,1,1,1,1,1,1.380281690140845,1.3888888888888888,1.4305555555555556,1.4444444444444444,1.4722222222222223,1.5774647887323943,1.6619718309859155,1.6666666666666667,1.681159420289855,1,True
66,2012-069-01,2012,100030.0,10.0,1,1.0,2.0,2.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.380281690140845,1.3888888888888888,1.4305555555555556,1.4444444444444444,1.4722222222222223,1.5774647887323943,1.6619718309859155,1.6666666666666667,1.681159420289855,1,False
67,2012-070-01,2012,20400.0,2.0,7,7.0,1.0,2.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.380281690140845,1.3888888888888888,1.4305555555555556,1.4444444444444444,1.4722222222222223,1.5774647887323943,1.6619718309859155,1.6666666666666667,1.681159420289855,1,False
68,2012-071-01,2012,10550.0,1.0,5,-99.0,1.0,2.0,1.0,0.2222222222222222,True,False,1,1,1,1,1,1,1,1,1,1.380281690140845,1.3888888888888888,1.4305555555555556,1.4444444444444444,1.4722222222222223,1.5774647887323943,1.6619718309859155,1.6666666666666667,1.681159420289855,1,False
69,2012-072-01,2012,20400.0,2.0,5,5.0,2.0,6.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.380281690140845,1.3888888888888888,1.4305555555555556,1.4444444444444444,1.4722222222222223,1.5774647887323943,1.6619718309859155,1.6666666666666667,1.681159420289855,1,True
70,2012-073-01,2012,20020.0,2.0,12,12.0,2.0,2.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.3783783783783783,1.3866666666666667,1.44,1.44,1.4666666666666666,1.5675675675675675,1.662162162162162,1.6666666666666667,1.6805555555555556,1,True
71,2012-074-01,2012,40070.0,4.0,0,0.0,2.0,3.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.3783783783783783,1.3866666666666667,1.44,1.44,1.4666666666666666,1.5675675675675675,1.662162162162162,1.6666666666666667,1.6805555555555556,1,False
72,2012-075-01,2012,20150.0,2.0,0,0.0,2.0,2.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.3783783783783783,1.3866666666666667,1.44,1.44,1.4666666666666666,1.5675675675675675,1.662162162162162,1.6666666666666667,1.6805555555555556,1,True
73,2012-076-01,2012,20330.0,2.0,9,0.0,1.0,5.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.380281690140845,1.3888888888888888,1.4305555555555556,1.4444444444444444,1.4722222222222223,1.5774647887323943,1.6619718309859155,1.6666666666666667,1.681159420289855,1,True
74,2012-077-01,2012,90240.0,9.0,9,9.0,2.0,2.0,1.0,0.5555555555555556,True,True,1,1,1,1,1,1,1,1,1,1.394736842105263,1.4025974025974026,1.4415584415584415,1.4415584415584415,1.4805194805194806,1.5657894736842106,1.6623376623376624,1.6710526315789473,1.6756756756756757,1,True
75,2012-078-01,2012,10470.0,1.0,2,2.0,1.5,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1,1,1.394736842105263,1.4025974025974026,1.4415584415584415,1.4415584415584415,1.4805194805194806,1.5657894736842106,1.6623376623376624,1.6710526315789473,1.6756756756756757,1,True
76,2012-079-01,2012,40010.0,4.0,2,2.0,2.0,2.0,1.0,0.4444444444444444,True,False,1,1,1,1,1,1,1,1,1,1.394736842105263,1.4025974025974026,1.4415584415584415,1.4415584415584415,1.4805194805194806,1.5657894736842106,1.6623376623376624,1.6710526315789473,1.6756756756756757,1,False
